"BPE 2014 - Base permanente des équipements : enseignement du 2ème degré (secteur public et secteur privé)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"France - Arrondissements municipaux","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Découpage géographique au 01/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"© Insee","Source : Insee, Base permanente des équipements 2014","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Département Arrondissement municipal","Libellé de l'arrondissement municipal","Département","région","Région2016","Collège","Collège avec cantine","Collège appartenant à un réseau d'éducation prioritaire","Collège avec internat","Lycée d'enseignement général et/ou technologique","Lycée d'enseignement général et/ou technologique avec cantine","Lycée d'enseignement général et/ou technologique avec présence de classe préparatoire aux grandes écoles","Lycée d'enseignement général et/ou technologique appartenant à un réseau d'éducation prioritaire ","Lycée d'enseignement général et/ou technologique avec internat","Lycée d'enseignement professionnel","Lycée d'enseignement professionnel avec cantine","Lycée d'enseignement professionnel avec présence de classe préparatoire aux grandes écoles","Lycée d'enseignement professionnel appartenant à un réseau d'éducation prioritaire","Lycée d'enseignement professionnel avec internat","Lycée technique et/ou professionnel agricole","Lycée technique et/ou professionnel agricole avec présence de classe préparatoire aux grandes écoles","Lycée technique et/ou professionnel agricole avec internat","SGT : Section d'enseignement général et technologique","SGT avec cantine","SGT avec internat","SEP : Section d'enseignement professionnel","SEP avec cantine","SEP avec internat"
"CODGEO","LIBGEO","DEP","REG","REG2016","NB_C201","NB_C201_NB_CANT","NB_C201_NB_EP","NB_C201_NB_INT","NB_C301","NB_C301_NB_CANT","NB_C301_NB_CL_PGE","NB_C301_NB_EP","NB_C301_NB_INT","NB_C302","NB_C302_NB_CANT","NB_C302_NB_CL_PGE","NB_C302_NB_EP","NB_C302_NB_INT","NB_C303","NB_C303_NB_CL_PGE","NB_C303_NB_INT","NB_C304","NB_C304_NB_CANT","NB_C304_NB_INT","NB_C305","NB_C305_NB_CANT","NB_C305_NB_INT"
"13201","Marseille 1er Arrondissement","13","93","93","3","3","0","0","2","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13202","Marseille 2e Arrondissement","13","93","93","4","3","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13203","Marseille 3e Arrondissement","13","93","93","5","5","4","0","1","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"13204","Marseille 4e Arrondissement","13","93","93","6","6","0","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13205","Marseille 5e Arrondissement","13","93","93","4","4","0","0","2","2","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"13206","Marseille 6e Arrondissement","13","93","93","7","7","1","0","12","10","1","0","1","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"13207","Marseille 7e Arrondissement","13","93","93","1","1","0","0","1","1","1","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0"
"13208","Marseille 8e Arrondissement","13","93","93","8","7","0","1","5","5","0","0","2","7","3","0","1","0","1","0","1","0","0","0","1","1","0"
"13209","Marseille 9e Arrondissement","13","93","93","10","9","0","0","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
